evals, mean, best, worst, success num
1, 3.478398523693113, 2.211811592980449, 3.9999999999999996, 0
2, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
3, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
4, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
5, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
6, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
7, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
8, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
9, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
10, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
11, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
12, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
13, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
14, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
15, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
16, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
17, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
18, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
19, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
20, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
21, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
22, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
23, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
24, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
25, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
26, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
27, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
28, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
29, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
30, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
31, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
32, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
33, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
34, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
35, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
36, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
37, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
38, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
39, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
40, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
41, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
42, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
43, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
44, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
45, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
46, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
47, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
48, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
49, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
50, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
51, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
52, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
53, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
54, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
55, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
56, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
57, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
58, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
59, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
60, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
61, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
62, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
63, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
64, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
65, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
66, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
67, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
68, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
69, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
70, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
71, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
72, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
73, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
74, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
75, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
76, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
77, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
78, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
79, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
80, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
81, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
82, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
83, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
84, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
85, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
86, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
87, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
88, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
89, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
90, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
91, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
92, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
93, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
94, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
95, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
96, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
97, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
98, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
99, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
100, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
101, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
102, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
103, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
104, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
105, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
106, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
107, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
108, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
109, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
110, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
111, 0.1323063199774094, 0.013705415032387171, 0.47453073211600466, 3
